1	PSCE	Jul 28, 2017	13.44	Apr 28, 2017	15.89	-15.418503	13.0	3.384613	*P*
2	CHAD	Jul 28, 2017	35.16	Apr 28, 2017	39.97	-12.034027	35.24	-0.22702026
3	IBM	Jul 28, 2017	144.29	Apr 28, 2017	158.74	-9.102943	147.08	-1.8969269
4	FSESX	today	45.36	May 01, 2017	48.71	-6.877434	44.45	2.0472412
5	CSCO	Jul 28, 2017	31.52	Apr 28, 2017	33.75	-6.6074066	31.84	-1.0050201
6	FSNGX	today	23.96	May 01, 2017	25.45	-5.854622	23.27	2.965187
7	ERUS	Jul 28, 2017	29.95	Apr 28, 2017	31.76	-5.69899	30.06	-0.36592865
8	STCEX	today	11.18	May 01, 2017	11.69	-4.362694	11.29	-0.9743118
9	RSX	Jul 28, 2017	19.98	Apr 28, 2017	20.88	-4.3103485	20.0	-0.1000061
10	RZV	Jul 28, 2017	65.12	Apr 28, 2017	67.76	-3.896103	65.8	-1.0334396
11	RYURX	today	66.91	May 01, 2017	69.53	-3.7681503	66.94	-0.044815063
12	FSENX	today	39.95	May 01, 2017	41.43	-3.5722885	38.91	2.6728363
13	AMLP	Jul 28, 2017	11.98	Apr 28, 2017	12.38	-3.2310257	11.9	0.6722717
14	PTM	Jul 28, 2017	9.67	Apr 28, 2017	9.97	-3.0090256	9.68	-0.10330963
15	FNARX	today	26.88	May 01, 2017	27.6	-2.608696	26.22	2.5171661
16	RSXJ	Jul 28, 2017	39.75	Apr 28, 2017	40.77	-2.5018387	40.18	-1.0701828
17	ICENX	today	12.04	May 01, 2017	12.31	-2.193344	11.53	4.4232483
18	PSCM	Jul 28, 2017	46.39	Apr 28, 2017	47.14	-1.5910034	47.32	-1.9653473
19	XLE	Jul 28, 2017	66.47	Apr 28, 2017	67.38	-1.3505478	65.11	2.0887756
20	RWJ	Jul 28, 2017	66.04	Apr 28, 2017	66.83	-1.182106	66.41	-0.5571518
21	OIL	Jul 28, 2017	5.23	Apr 28, 2017	5.29	-1.1342163	4.75	10.105263	*P*
22	FSTCX	today	68.87	May 01, 2017	69.64	-1.1056824	66.7	3.2533798
23	ANFVX	today	26.66	May 01, 2017	26.94	-1.0393524	27.09	-1.5873032	*BT*
24	FCPEX	today	14.03	May 01, 2017	14.14	-0.77793884	14.12	-0.63739777
25	USO	Jul 28, 2017	10.17	Apr 28, 2017	10.24	-0.68359375	9.34	8.886505
26	FSHOX	today	62.34	May 01, 2017	62.75	-0.653389	61.94	0.6457901
27	JASCX	today	34.49	May 01, 2017	34.67	-0.51916504	34.76	-0.776741
28	TIP	Jul 28, 2017	113.66	Apr 28, 2017	114.17	-0.44669342	113.58	0.0704422
29	LEXCX	today	33.7	May 01, 2017	33.83	-0.38427734	33.57	0.3872528
30	BRSVX	today	24.83	May 01, 2017	24.92	-0.36116028	25.24	-1.6244049
31	FIPAX	today	11.83	May 01, 2017	11.86	-0.25295258	11.82	0.084602356
32	FCYIX	today	33.46	May 01, 2017	33.54	-0.23852539	33.6	-0.41666412
33	JQC	Jul 28, 2017	8.68	Apr 28, 2017	8.7	-0.22987366	8.6	0.9302292
34	FSRPX	today	120.71	May 01, 2017	120.94	-0.19017792	119.34	1.1479874	*P*
35	ACITX	today	11.56	May 01, 2017	11.58	-0.1727066	11.55	0.08657837
36	FINPX	today	11.98	May 01, 2017	12.0	-0.16667175	11.97	0.08354187
37	VIPSX	today	13.14	May 01, 2017	13.16	-0.15197754	13.12	0.15244293
38	FSIPX	today	9.88	May 01, 2017	9.89	-0.101112366	9.87	0.10131836
39	FFIPX	today	9.9	May 01, 2017	9.91	-0.100914	9.88	0.20243073
40	PRRDX	today	10.99	May 01, 2017	11.0	-0.090911865	10.98	0.09107971
41	PRIPX	today	11.88	May 01, 2017	11.89	-0.084106445	11.87	0.084243774
42	GLD	Jul 28, 2017	120.69	Apr 28, 2017	120.77	-0.0662384	119.26	1.1990662
43	FIRJX	today	49.75	May 01, 2017	49.75	0.0	49.75	0.0
44	FDSCX	today	26.99	May 01, 2017	26.98	0.0370636	27.13	-0.516037
45	FFXSX	today	9.96	May 01, 2017	9.95	0.100502014	9.96	0.0
46	FNMIX	today	16.26	May 01, 2017	16.24	0.12315369	16.27	-0.061462402
47	RYTRX	today	14.1	May 01, 2017	14.08	0.1420517	14.17	-0.49399567	*BT*
48	VSGBX	today	10.71	May 01, 2017	10.69	0.18709564	10.7	0.09346008
49	SHY	Jul 28, 2017	84.59	Apr 28, 2017	84.43	0.18950653	84.58	0.011810303
50	VFIIX	today	10.54	May 01, 2017	10.52	0.19011688	10.55	-0.0947876
51	FCNVX	today	10.04	May 01, 2017	10.02	0.19959259	10.04	0.0
52	FSOFX	today	14.55	May 01, 2017	14.52	0.20661163	14.62	-0.47879028
53	FSOPX	today	14.46	May 01, 2017	14.43	0.207901	14.53	-0.48175812
54	FSHBX	today	8.63	May 01, 2017	8.61	0.23229218	8.63	0.0
55	FSTGX	today	10.52	May 01, 2017	10.49	0.28599548	10.52	0.0
56	USSTX	today	10.49	May 01, 2017	10.46	0.2868042	10.49	0.0
57	FSBAX	today	10.42	May 01, 2017	10.39	0.28873444	10.42	0.0
58	PCRIX	today	6.71	May 01, 2017	6.69	0.2989502	6.55	2.4427414	*BT*
59	FGMNX	today	11.45	May 01, 2017	11.41	0.35057068	11.46	-0.087265015
60	FCSFX	today	5.3	May 01, 2017	5.28	0.37878418	5.18	2.3166046
61	FCSSX	today	5.23	May 01, 2017	5.21	0.38388062	5.12	2.1484375
62	FMSFX	today	11.27	May 01, 2017	11.22	0.44564056	11.28	-0.088645935
63	PGNDX	today	11.13	May 01, 2017	11.08	0.45126343	11.13	0.0
64	NOSGX	today	24.28	May 01, 2017	24.17	0.45511627	24.33	-0.20550537
65	KRE	Jul 28, 2017	54.11	Apr 28, 2017	53.86	0.46416473	54.25	-0.25806427
66	PFODX	today	10.56	May 01, 2017	10.51	0.47573853	10.57	-0.09459686
67	FGOVX	today	10.27	May 01, 2017	10.22	0.48923492	10.28	-0.09726715
68	BSV	Jul 28, 2017	80.01	Apr 28, 2017	79.62	0.48983002	79.99	0.025009155	*P*
69	PRTIX	today	5.78	May 01, 2017	5.75	0.5217438	5.78	0.0
70	IEI	Jul 28, 2017	123.92	Apr 28, 2017	123.27	0.527298	124.03	-0.08868408
71	VFITX	today	11.22	May 01, 2017	11.16	0.5376358	11.22	0.0
72	BTTTX	today	104.21	May 01, 2017	103.65	0.5402832	104.16	0.04799652
73	FSCPX	today	38.95	May 01, 2017	38.74	0.5420685	38.76	0.49020386
74	VMLTX	today	11.0	May 01, 2017	10.94	0.54844666	11.01	-0.09082794
75	FTHRX	today	10.91	May 01, 2017	10.85	0.55298615	10.91	0.0
76	CHTTX	today	43.15	May 01, 2017	42.91	0.55931854	43.39	-0.55311584
77	FEDCX	today	10.33	May 01, 2017	10.27	0.5842209	10.33	0.0
78	FIBAX	today	10.8	May 01, 2017	10.73	0.6523819	10.81	-0.09250641
79	FSTFX	today	10.6	May 01, 2017	10.53	0.66477203	10.6	0.0
80	FVIIX	today	10.28	May 01, 2017	10.21	0.68559265	10.3	-0.19418335	*BT*
81	CDSIX	today	16.22	May 01, 2017	16.1	0.7453308	16.24	-0.12315369	*BT*
82	FCVSX	today	28.1	May 01, 2017	27.89	0.7529602	28.08	0.07122803
83	EES	Jul 28, 2017	32.99	Apr 28, 2017	32.74	0.7635956	33.09	-0.30220032
84	FSCRX	today	31.07	May 01, 2017	30.82	0.8111572	31.36	-0.9247513
85	VBMFX	today	10.79	May 01, 2017	10.7	0.8411255	10.81	-0.18502045
86	FCSTX	today	10.67	May 01, 2017	10.58	0.85066223	10.68	-0.09363556
87	FBIDX	today	11.64	May 01, 2017	11.54	0.86655426	11.65	-0.08583069
88	FICNX	today	11.45	May 01, 2017	11.35	0.8810501	11.46	-0.087265015
89	FBNDX	today	7.93	May 01, 2017	7.86	0.8905792	7.94	-0.12594604
90	PRFSX	today	5.63	May 01, 2017	5.58	0.8960571	5.63	0.0
91	SSSFX	today	24.45	May 01, 2017	24.23	0.9079666	24.49	-0.16333008
92	FSRRX	today	8.81	May 01, 2017	8.73	0.91638184	8.75	0.6857147
93	DBC	Jul 28, 2017	14.95	Apr 28, 2017	14.8	1.013504	14.45	3.460205
94	FTBFX	today	10.7	May 01, 2017	10.59	1.0387192	10.71	-0.09336853
95	FUBFX	today	11.63	May 01, 2017	11.51	1.042572	11.65	-0.171669
96	FFRHX	today	9.69	May 01, 2017	9.59	1.0427475	9.68	0.10329437
97	USVAX	today	11.32	May 01, 2017	11.2	1.0714264	11.34	-0.17636871
98	TGMNX	today	10.32	May 01, 2017	10.21	1.0773621	10.33	-0.09680939
99	TGFNX	today	11.0	May 01, 2017	10.88	1.1029358	11.0	0.0
100	FSDCX	today	34.63	May 01, 2017	34.25	1.1094894	34.83	-0.57421875
101	NHINX	today	8.83	May 01, 2017	8.73	1.1454849	8.82	0.11338043
102	VBIIX	today	11.47	May 01, 2017	11.34	1.1463852	11.48	-0.08709717
103	FIBFX	today	11.3	May 01, 2017	11.17	1.163826	11.31	-0.08841705
104	KYTFX	today	7.78	May 01, 2017	7.69	1.1703491	7.79	-0.12836456
105	SPHIX	today	9.01	May 01, 2017	8.9	1.2359619	9.0	0.1111145
106	PRVAX	today	12.04	May 01, 2017	11.89	1.2615585	12.06	-0.16584778
107	FLTMX	today	10.41	May 01, 2017	10.28	1.264595	10.42	-0.095970154
